alert_description,verdict,artifact_location,app_package_name,version_code,apk_category,sast_tool_name,code_location,3rd_party_library_name
Third parameter was not properly generated as randomized,False,okhttp3/internal/platform/Platform.java,br.lgfelicio,9268,1M-5M,CogniCrypt,Utilities,OkHttp
Third parameter was not properly generated as randomized,False,zv/f$b.java,br.lgfelicio,9268,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyManagers,False,okhttp3/internal/platform/Platform.java,br.lgfelicio,9268,1M-5M,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as generatedKeyManagers,False,okhttp3/internal/platform/Platform.java,br.lgfelicio,9268,1M-5M,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as randomized,True,ly/m2.java,br.lgfelicio,9268,1M-5M,CogniCrypt,others,unknown
"Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" on object $r5 is violated due to the following reason:\n|- Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t|- The left side ""alg(transformation) in {AES}"" evaluates to <true>:\n\t\t|- First parameter ""varReplacer15525"" (transformation) with value ""AES/CBC/PKCS7Padding"" satisfies the constraint in class ly.m2 @ $r5 = getInstance(varReplacer15525) @ line 1\n\t|- The right side ""mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t\t|- First parameter ""varReplacer15525"" (transformation) with value ""AES/CBC/PKCS7Padding"" violates the constraint in class ly.m2 @ $r5 = getInstance(varReplacer15525) @ line 1",True,ly/m2.java,br.lgfelicio,9268,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as preparedKeyMaterial,True,ly/m2.java,br.lgfelicio,9268,1M-5M,CogniCrypt,others,unknown
Second parameter parameter was not properly generated as generatedPrivkey OR generatedPubkey OR generatedKey,True,ly/m2.java,br.lgfelicio,9268,1M-5M,CogniCrypt,others,unknown
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r7 is violated due to the following reason:\n|- First parameter ""varReplacer27208"" with value ""SHA1"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer27208 = ""SHA1"" @ line 3)",True,t80/a.java,br.lgfelicio,9268,1M-5M,CogniCrypt,Android,comandroidsupportexifinterface
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer27225"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer27225 = ""MD5"" @ line 1)",True,w50/g.java,br.lgfelicio,9268,1M-5M,CogniCrypt,Android,comgoogleandroidsupportwearable
First parameter was not properly generated as preparedKeyMaterial,True,com/facetec/sdk/p1.java,br.lgfelicio,9268,1M-5M,CogniCrypt,others,unknown
Second parameter parameter was not properly generated as generatedPrivkey OR generatedKey OR generatedPubkey,True,com/facetec/sdk/p1.java,br.lgfelicio,9268,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as randomized,True,com/facetec/sdk/p1.java,br.lgfelicio,9268,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyStore,False,zv/f$a.java,br.lgfelicio,9268,1M-5M,CogniCrypt,others,unknown
Second parameter parameter was not properly generated as generatedPrivkey OR generatedKey OR generatedPubkey,True,com/facetec/sdk/p1.java,br.lgfelicio,9268,1M-5M,CogniCrypt,others,unknown
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r3 is violated due to the following reason:\n|- First parameter ""$r2"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer27155 = ""MD5"" @ line -1)\n|- First parameter ""$r2"" with value ""SHA-1"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer23793 = ""SHA-1"" @ line -1)",False,l80/q.java,br.lgfelicio,9268,1M-5M,CogniCrypt,Android,comgoogleandroidsupportwearable
Second parameter was not properly generated as generatedTrustManagers,True,zv/f$b.java,br.lgfelicio,9268,1M-5M,CogniCrypt,others,unknown
Second parameter was not properly generated as generatedTrustManagers,True,okhttp3/internal/platform/Platform.java,br.lgfelicio,9268,1M-5M,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as generatedKeyManagers,False,zv/f$b.java,br.lgfelicio,9268,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyStore,False,okhttp3/internal/platform/OpenJSSEPlatform.java,br.lgfelicio,9268,1M-5M,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as generatedKeyStore,False,okhttp3/internal/platform/Platform.java,br.lgfelicio,9268,1M-5M,CogniCrypt,Utilities,OkHttp
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer14818"" with value ""TLS"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer14818 = ""TLS"" @ line -1)",True,okhttp3/internal/platform/Platform.java,br.lgfelicio,9268,1M-5M,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as randomized,True,com/facetec/sdk/p1.java,br.lgfelicio,9268,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as preparedKeyMaterial,True,com/google/android/gms/internal/ads/n9.java,chat.amor,110,1M-5M,CogniCrypt,Utilities,Gson
"Unexpected call to method ""doFinal"" on object of type javax.crypto.Cipher. Expected a call to one of the following methods {init(int, java.security.Key), init(int, java.security.Key, java.security.spec.AlgorithmParameterSpec, java.security.SecureRandom), init(int, java.security.Key, java.security.spec.AlgorithmParameterSpec), init(int, java.security.Key, java.security.AlgorithmParameters, java.security.SecureRandom), init(int, java.security.cert.Certificate), init(int, java.security.Key, java.security.SecureRandom), init(int, java.security.Key, java.security.AlgorithmParameters), init(int, java.security.cert.Certificate, java.security.SecureRandom)}",False,com/google/android/gms/internal/ads/n9.java,chat.amor,110,1M-5M,CogniCrypt,Utilities,Gson
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer13829"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer13829 = ""MD5"" @ line -1)",True,f7/k.java,chat.amor,110,1M-5M,CogniCrypt,others,unknown
"Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" on object $r1 is violated due to the following reason:\n|- Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t|- The left side ""alg(transformation) in {AES}"" evaluates to <true>:\n\t\t|- First parameter ""varReplacer9626"" (transformation) with value ""AES/CBC/PKCS5Padding"" satisfies the constraint in class com.google.android.gms.internal.ads.n9 @ $r1 = getInstance(varReplacer9626) @ line -1\n\t|- The right side ""mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t\t|- First parameter ""varReplacer9626"" (transformation) with value ""AES/CBC/PKCS5Padding"" violates the constraint in class com.google.android.gms.internal.ads.n9 @ $r1 = getInstance(varReplacer9626) @ line -1",True,com/google/android/gms/internal/ads/n9.java,chat.amor,110,1M-5M,CogniCrypt,Utilities,Gson
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r6 is violated due to the following reason:\n|- First parameter ""$r0"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer9629 = ""MD5"" @ line 2)\n|- First parameter ""$r0"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer10983 = ""MD5"" @ line -1)",True,com/google/android/gms/internal/ads/rs.java,chat.amor,110,1M-5M,CogniCrypt,Utilities,Gson
First parameter was not properly generated as randomized,True,com/google/android/gms/internal/ads/n9.java,chat.amor,110,1M-5M,CogniCrypt,Utilities,Gson
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r8 is violated due to the following reason:\n|- First parameter ""varReplacer11372"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer11372 = ""MD5"" @ line 40)",True,u4/v.java,chat.amor,110,1M-5M,CogniCrypt,others,unknown
"Unexpected call to method ""getInstance"" on object of type javax.crypto.Cipher. Expected a call to one of the following methods {init(int, java.security.Key), init(int, java.security.Key, java.security.spec.AlgorithmParameterSpec, java.security.SecureRandom), init(int, java.security.Key, java.security.spec.AlgorithmParameterSpec), init(int, java.security.Key, java.security.AlgorithmParameters, java.security.SecureRandom), init(int, java.security.cert.Certificate), init(int, java.security.Key, java.security.SecureRandom), init(int, java.security.Key, java.security.AlgorithmParameters), init(int, java.security.cert.Certificate, java.security.SecureRandom)}",True,com/google/android/gms/internal/ads/n9.java,chat.amor,110,1M-5M,CogniCrypt,Utilities,Gson
